trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2024-12-06,"VDS,CSV,VOS,POW,L14,EVG",6,-0.01032236027756602,0.001197421095949595,0.4832456409931183,0.004,-0.01432236027756602,0.047948287060808115,-0.06696186848436325,0.018973031324273082
2024-12-09,"POW,TDC,EVG,CTI,NHA,VOS,ANV,TVN",8,-0.0046204563826746925,-0.007741285762467566,0.47780174016952515,0.004,-0.008620456382674693,0.04310628770914504,-0.07500508300046616,0.011084869904544048
2024-12-10,"NHA,POW,EVG,VDS,CRE,SHS",6,-0.013279281685189085,-0.006205515920576633,0.46686163544654846,0.004,-0.017279281685189087,0.02925458548706339,-0.09098833072866919,0.0048105666472972874
2024-12-11,"VDS,BMS,POW,EVG,CTR,NHA,AVG",7,0.026909566055974277,0.002468655876817165,0.4666958749294281,0.004,0.022909566055974277,0.05695137974364206,-0.07016326784584614,0.0072910981577392064
2024-12-12,"POW,EVG,VDS,BMS,NHA,VOS,CSM,CTR,ANV,BVS",10,-0.0017125869731147824,-0.007781453936331536,0.471858412027359,0.004,-0.005712586973114783,0.05514125857947727,-0.07547504104907365,-0.0005470911230520681
2024-12-13,"CTR,MIG,EVG,NHA,POW,BVS,SHS,ANV,HAG",9,-0.0010175295647936301,0.009199143882781988,0.4653107821941376,0.004,-0.00501752956479363,0.05406762115383912,-0.08011387236399958,0.008647019989772131
2024-12-16,"EVG,VDS,POW,SHS,CTI,HAG,ANV,VCI,OIL,S99",10,0.003149608075736621,0.01801398346235475,0.47059017419815063,0.004,-0.0008503919242633792,0.05738752104579792,-0.08089613609818314,0.02681677072722133
2024-12-17,"VDS,NHA,AGG,S99,EVG,BMS,CRE,CTI,POW,MIG",10,0.01155690947594309,0.017121894244157346,0.46003785729408264,0.004,0.007556909475943089,0.06960765290751603,-0.07395055139968754,0.04439781888373995
2024-12-18,"BMS,SAM,EVG,NHA,CTI,CSM,VDS,ANV,CRE",9,0.02074562289160124,0.012453196656000016,0.45913875102996826,0.004,0.01674562289160124,0.09179732991670608,-0.05844327655445147,0.05740391030939662
2024-12-19,"SAM,POW",2,-0.024090850989039014,0.022171354942216583,0.45555251836776733,0.004,-0.028090850989039014,0.06549500313145207,-0.0848924061704881,0.08084798772215418
2024-12-20,"VOS,S99,POW,VDS",4,0.0043029518553795165,0.012788114445183957,0.47273385524749756,0.004,0.00030295185537951644,0.070079776832074,-0.08461517262706564,0.09466999548699184
2024-12-23,"DHM,CSM,NHA,AGG",4,-0.01475083722641543,-0.0038162766165821945,0.49481648206710815,0.004,-0.01875083722641543,0.0542952042247451,-0.10177940452466594,0.09049243198034063
2024-12-24,"GEE,CTI,AGG,ANV",4,-0.020641875176453356,-0.0052368685051501895,0.4575665295124054,0.004,-0.024641875176453356,0.03253257422000444,-0.12391324431928874,0.08478166650819818
2024-12-25,"ANV,S99,FCN",3,-0.007234253824542014,-0.00788121737180622,0.45820745825767517,0.004,-0.011234253824542014,0.025062971495989128,-0.13375542530492535,0.0762322663934969
2024-12-26,"SBB,HBS,SAM,HPX",4,-0.052325453843043185,-0.023924842167180754,0.5066758990287781,0.004,-0.05632545384304319,-0.028573913705236986,-0.18254704411369937,0.05048357928480529
2024-12-27,"SAM,TVN,CSV,VDS,CSM",5,-0.06223778960098299,-0.03562366095925153,0.4576411247253418,0.004,-0.06623778960098299,-0.0890333260769568,-0.23669332101439777,0.013061508413102274
2024-12-30,"SAM,HBS,HDB,S99",4,-0.060756193197884556,-0.031677253096892656,0.4660997688770294,0.004,-0.06475619319788456,-0.14438019331465957,-0.28612215578802513,-0.01902949739161941
2024-12-31,"VOS,TVN,CSV,GSP",4,-0.010793137896363353,-0.02557716701424,0.4542515277862549,0.004,-0.014793137896363353,-0.1536150158750742,-0.29668264917861153,-0.04411994377287687
2025-01-02,"APG,CSV",2,-0.032369244005610254,-0.032827095574864094,0.472463458776474,0.004,-0.03636924400561026,-0.1810118579488985,-0.322261769524014,-0.0754987097367511
2025-01-03,"FCN,SAM",2,-0.005254439095097485,-0.03456113541426982,0.4701306223869324,0.004,-0.009254439095097485,-0.18531518126091306,-0.32853385670037316,-0.1074505240202065
